user_id,n_dow_0,n_dow_1,n_dow_2,n_dow_3,n_dow_4,n_dow_5,n_dow_6,n_hod_0,n_hod_1,n_hod_2,n_hod_3,n_hod_4,n_hod_5,n_hod_6,n_hod_7,n_hod_8,n_hod_9,n_hod_10,n_hod_11,n_hod_12,n_hod_13,n_hod_14,n_hod_15,n_hod_16,n_hod_17,n_hod_18,n_hod_19,n_hod_20,n_hod_21,n_hod_22,n_hod_23,order_size_mean,order_size_std,order_size_amax,order_size_amin,small,medium,large,xl,days_since_prior_order,reordered,organic,popular,prepared,dairy,gluten,snack,meat,fish,beverage,veg,label
102164,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,7.7781745930520225,14.0,3.0,1.0,0.0,1.0,0.0,27.875,0.04,0.6,0.04,0.12,0.0,0.2,0.04,0.0,0.0,0.04,0.12,1.0
85151,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.4,1.816590212458495,11.0,7.0,0.0,3.0,2.0,0.0,28.03921568627451,0.5862068965517241,0.15517241379310345,0.29310344827586204,0.017241379310344827,0.1206896551724138,0.017241379310344827,0.034482758620689655,0.08620689655172414,0.0,0.1896551724137931,0.4482758620689655,4.0
81688,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,0.7071067811865476,12.0,11.0,0.0,0.0,2.0,0.0,10.775510204081632,0.27848101265822783,0.620253164556962,0.22784810126582278,0.3924050632911392,0.11392405063291139,0.06329113924050633,0.12658227848101267,0.05063291139240506,0.0,0.0,0.5063291139240507,6.0
12365,4.0,1.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.166666666666668,11.02751379985809,44.0,5.0,2.0,3.0,4.0,3.0,13.683168316831683,0.4142857142857143,0.0,0.03333333333333333,0.3,0.17142857142857143,0.14285714285714285,0.1619047619047619,0.13333333333333333,0.0380952380952381,0.047619047619047616,0.19047619047619047,6.0
88036,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.391164991562634,17.0,9.0,0.0,2.0,3.0,0.0,22.16883116883117,0.5760869565217391,0.010869565217391304,0.15217391304347827,0.15217391304347827,0.043478260869565216,0.2826086956521739,0.25,0.021739130434782608,0.0,0.0,0.358695652173913,6.0
195290,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,1.4142135623730951,7.0,5.0,1.0,1.0,0.0,0.0,23.0,0.3333333333333333,0.1,0.06666666666666667,0.03333333333333333,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.8,1.0
187192,0.0,1.0,0.0,1.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,5.1,1.66332999331662,7.0,3.0,5.0,5.0,0.0,0.0,18.454545454545453,0.45161290322580644,0.06451612903225806,0.08064516129032258,0.11290322580645161,0.08064516129032258,0.016129032258064516,0.0,0.04838709677419355,0.0,0.08064516129032258,0.11290322580645161,1.0
65223,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,28.25,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.0,1.0
9828,0.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,6.0332412515993425,18.0,1.0,1.0,1.0,4.0,0.0,14.8,0.27586206896551724,0.5632183908045977,0.20689655172413793,0.1839080459770115,0.06896551724137931,0.034482758620689655,0.06896551724137931,0.04597701149425287,0.0,0.034482758620689655,0.5057471264367817,5.0
67338,5.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,1.0,0.0,0.0,13.923076923076923,6.422117232158702,23.0,4.0,1.0,3.0,6.0,3.0,12.22340425531915,0.46464646464646464,0.10606060606060606,0.06565656565656566,0.18181818181818182,0.24242424242424243,0.10606060606060606,0.1414141414141414,0.045454545454545456,0.015151515151515152,0.08080808080808081,0.15151515151515152,3.0
193110,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.166666666666666,2.401388487243717,13.0,6.0,0.0,5.0,1.0,0.0,18.567164179104477,0.42857142857142855,0.3246753246753247,0.12987012987012986,0.16883116883116883,0.14285714285714285,0.15584415584415584,0.2077922077922078,0.11688311688311688,0.0,0.0,0.36363636363636365,6.0
113864,6.0,2.0,3.0,6.0,7.0,12.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,6.0,0.0,1.0,3.0,1.0,1.0,3.0,4.0,5.0,6.0,2.0,6.0,3.0,1.0,15.638297872340425,11.53336470365886,31.0,1.0,18.0,1.0,4.0,24.0,6.492753623188406,0.8129770992366412,0.6221374045801527,0.17684478371501272,0.2697201017811705,0.15139949109414758,0.08269720101781171,0.02544529262086514,0.029262086513994912,0.007633587786259542,0.002544529262086514,0.628498727735369,6.0
152472,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.8,4.147288270665544,13.0,3.0,3.0,1.0,1.0,0.0,25.431818181818183,0.12727272727272726,0.01818181818181818,0.0,0.2545454545454545,0.09090909090909091,0.09090909090909091,0.12727272727272726,0.03636363636363636,0.01818181818181818,0.0,0.34545454545454546,1.0
131811,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.75,2.6299556396765835,18.0,12.0,0.0,0.0,4.0,0.0,22.0,0.44565217391304346,0.10869565217391304,0.08695652173913043,0.2717391304347826,0.31521739130434784,0.14130434782608695,0.10869565217391304,0.08695652173913043,0.010869565217391304,0.043478260869565216,0.14130434782608695,6.0
188613,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0710678118654755,11.0,1.0,1.0,0.0,1.0,0.0,10.1,0.041666666666666664,0.16666666666666666,0.041666666666666664,0.0,0.08333333333333333,0.3333333333333333,0.25,0.0,0.0,0.041666666666666664,0.16666666666666666,1.0
104867,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,12.5,7.7781745930520225,18.0,7.0,0.0,1.0,1.0,0.0,12.088235294117647,0.15555555555555556,0.022222222222222223,0.0,0.28888888888888886,0.17777777777777778,0.1111111111111111,0.1111111111111111,0.044444444444444446,0.022222222222222223,0.044444444444444446,0.37777777777777777,1.0
8103,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.5,4.949747468305833,12.0,5.0,1.0,0.0,1.0,0.0,26.307692307692307,0.15789473684210525,0.02631578947368421,0.0,0.10526315789473684,0.15789473684210525,0.07894736842105263,0.23684210526315788,0.10526315789473684,0.05263157894736842,0.05263157894736842,0.02631578947368421,3.0
74467,1.0,0.0,1.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,15.545454545454545,6.653775414960086,24.0,7.0,0.0,3.0,4.0,4.0,9.948453608247423,0.6884422110552764,0.592964824120603,0.22613065326633167,0.2663316582914573,0.1407035175879397,0.03015075376884422,0.0,0.01507537688442211,0.010050251256281407,0.0,0.7286432160804021,6.0
1041,2.0,4.0,0.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,9.785714285714286,4.526478873143118,20.0,2.0,1.0,9.0,4.0,0.0,10.697530864197532,0.5321637426900585,0.24561403508771928,0.07602339181286549,0.15789473684210525,0.04093567251461988,0.08187134502923976,0.2573099415204678,0.005847953216374269,0.0,0.04093567251461988,0.23976608187134502,1.0
190046,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.4142135623730951,5.0,3.0,2.0,0.0,0.0,0.0,29.2,0.42857142857142855,0.21428571428571427,0.35714285714285715,0.5714285714285714,0.14285714285714285,0.0,0.21428571428571427,0.0,0.0,0.0,0.42857142857142855,1.0
167659,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.242640687119285,11.0,5.0,1.0,0.0,1.0,0.0,28.125,0.17857142857142858,0.03571428571428571,0.0,0.2857142857142857,0.10714285714285714,0.5,0.4642857142857143,0.14285714285714285,0.07142857142857142,0.0,0.0,2.0
63857,8.0,5.0,0.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,2.0,1.0,1.0,3.9523809523809526,1.7741530507876282,7.0,1.0,16.0,5.0,0.0,0.0,6.767441860465116,0.8461538461538461,0.0,0.24175824175824176,0.4065934065934066,0.13186813186813187,0.08791208791208792,0.12087912087912088,0.03296703296703297,0.02197802197802198,0.24175824175824176,0.0,1.0
85352,1.0,1.0,4.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,5.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.25,4.575130400526107,22.0,7.0,0.0,8.0,3.0,1.0,19.251851851851853,0.3546099290780142,0.45390070921985815,0.15602836879432624,0.07801418439716312,0.09929078014184398,0.09219858156028368,0.04964539007092199,0.02127659574468085,0.028368794326241134,0.04964539007092199,0.3191489361702128,1.0
81204,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,6.166666666666667,2.228601953392904,8.0,2.0,1.0,5.0,0.0,0.0,21.68421052631579,0.3488372093023256,0.0,0.046511627906976744,0.18604651162790697,0.18604651162790697,0.2558139534883721,0.09302325581395349,0.06976744186046512,0.0,0.27906976744186046,0.06976744186046512,4.0
95923,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.666666666666667,4.041451884327381,9.0,1.0,2.0,1.0,0.0,0.0,17.4,0.0625,0.0,0.0,0.125,0.0625,0.1875,0.5625,0.0625,0.0,0.125,0.0,6.0
136271,0.0,1.0,8.0,5.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,5.0,7.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.583333333333334,5.49241901776136,21.0,3.0,5.0,8.0,9.0,2.0,14.72373540856031,0.7709090909090909,0.31272727272727274,0.10545454545454545,0.3054545454545455,0.14909090909090908,0.18545454545454546,0.32,0.007272727272727273,0.0,0.01090909090909091,0.3527272727272727,1.0
19887,2.0,0.0,2.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,12.666666666666666,2.8722813232690143,17.0,9.0,0.0,3.0,6.0,0.0,21.046511627906977,0.5347222222222222,0.027777777777777776,0.08333333333333333,0.2777777777777778,0.2013888888888889,0.1875,0.13194444444444445,0.041666666666666664,0.013888888888888888,0.08333333333333333,0.2013888888888889,1.0
25891,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.25,3.593976442141304,9.0,1.0,3.0,1.0,0.0,0.0,24.23076923076923,0.2903225806451613,0.3225806451612903,0.12903225806451613,0.25806451612903225,0.0,0.0967741935483871,0.45161290322580644,0.03225806451612903,0.0,0.0,0.3870967741935484,6.0
134789,1.0,2.0,1.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,11.76923076923077,5.818846480100189,25.0,4.0,2.0,3.0,7.0,1.0,20.821428571428573,0.41624365482233505,0.5076142131979695,0.17258883248730963,0.16243654822335024,0.12690355329949238,0.14213197969543148,0.07106598984771574,0.05583756345177665,0.01015228426395939,0.01015228426395939,0.4416243654822335,1.0
7277,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1.4142135623730951,8.0,6.0,0.0,2.0,0.0,0.0,5.764705882352941,0.47368421052631576,0.15789473684210525,0.3157894736842105,0.0,0.15789473684210525,0.10526315789473684,0.0,0.0,0.0,0.42105263157894735,0.2631578947368421,1.0
30311,6.0,8.0,1.0,3.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,5.0,7.0,2.0,1.0,0.0,0.0,0.0,5.28,3.3729314648635635,12.0,1.0,13.0,9.0,3.0,0.0,9.56115107913669,0.2708333333333333,0.3472222222222222,0.16666666666666666,0.24305555555555555,0.06944444444444445,0.0763888888888889,0.020833333333333332,0.0763888888888889,0.006944444444444444,0.006944444444444444,0.3472222222222222,1.0
134277,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,17.0,3.4641016151377544,21.0,15.0,0.0,0.0,2.0,1.0,29.0,0.4659090909090909,0.36363636363636365,0.18181818181818182,0.375,0.045454545454545456,0.045454545454545456,0.11363636363636363,0.07954545454545454,0.0,0.125,0.45454545454545453,5.0
200504,0.0,4.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,5.181818181818182,2.2723636072680717,10.0,2.0,6.0,5.0,0.0,0.0,14.432835820895523,0.2112676056338028,0.014084507042253521,0.028169014084507043,0.056338028169014086,0.19718309859154928,0.14084507042253522,0.1267605633802817,0.0,0.0,0.056338028169014086,0.11267605633802817,6.0
153396,11.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.157894736842104,3.436134098643364,20.0,8.0,0.0,2.0,17.0,0.0,15.934707903780069,0.6421404682274248,0.5785953177257525,0.22742474916387959,0.25418060200668896,0.0,0.05351170568561873,0.12709030100334448,0.056856187290969896,0.0,0.07692307692307693,0.47157190635451507,1.0
45067,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10.142857142857142,5.756983337031396,20.0,3.0,1.0,2.0,4.0,0.0,20.341176470588234,0.2391304347826087,0.13043478260869565,0.06521739130434782,0.10869565217391304,0.10869565217391304,0.10869565217391304,0.08695652173913043,0.043478260869565216,0.0,0.09782608695652174,0.31521739130434784,5.0
116434,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,7.0710678118654755,24.0,14.0,0.0,0.0,1.0,1.0,26.5,0.2833333333333333,0.0,0.03333333333333333,0.2,0.21666666666666667,0.11666666666666667,0.26666666666666666,0.05,0.0,0.03333333333333333,0.13333333333333333,1.0
25023,1.0,3.0,7.0,2.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,3.0,2.0,5.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,9.64,4.973932046178355,23.0,2.0,6.0,9.0,8.0,2.0,8.08203125,0.48846153846153845,0.5346153846153846,0.21923076923076923,0.17692307692307693,0.1423076923076923,0.2153846153846154,0.08461538461538462,0.046153846153846156,0.0038461538461538464,0.007692307692307693,0.39615384615384613,6.0
15037,4.0,2.0,1.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,14.842105263157896,5.785644666804755,21.0,5.0,1.0,5.0,8.0,5.0,10.493197278911564,0.5765472312703583,0.36482084690553745,0.11074918566775244,0.23778501628664495,0.17263843648208468,0.08469055374592833,0.06840390879478828,0.019543973941368076,0.0,0.03908794788273615,0.44299674267100975,1.0
160260,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,3.1091263510296048,10.0,3.0,3.0,1.0,0.0,0.0,10.461538461538462,0.175,0.0,0.075,0.025,0.1,0.125,0.375,0.0,0.0,0.2,0.225,1.0
81349,6.0,5.0,4.0,6.0,5.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,3.0,5.0,4.0,4.0,2.0,0.0,2.0,2.0,7.0,2.0,0.0,2.0,0.0,1.0,5.0,2.8193470784417354,13.0,1.0,26.0,13.0,1.0,0.0,4.647342995169082,0.7464788732394366,0.3474178403755869,0.014084507042253521,0.10328638497652583,0.26291079812206575,0.056338028169014086,0.028169014084507043,0.004694835680751174,0.0,0.0,0.49765258215962443,6.0
